category,sub_category,product_name,manufacturer,customer_name,city,state,region,country,postal_code,order_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,profit_ratio
Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Seth Thomas,Karl Braun,Minneapolis,Minnesota,Central,United States,55407,CA-2012-149587,2014-01-31,2014-02-05,Second Class,53.0,3,0.0,17.0,0.31
Office Supplies,Binders,Ibico Standard Transparent Covers,Ibico,Karl Braun,Minneapolis,Minnesota,Central,United States,55407,CA-2012-149587,2014-01-31,2014-02-05,Second Class,33.0,2,0.0,16.0,0.49
Furniture,Furnishings,Coloredge Poster Frame,Other,Allen Armold,Omaha,Nebraska,Central,United States,68104,CA-2012-140921,2014-02-03,2014-02-05,First Class,28.0,2,0.0,11.0,0.39
Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Kensington,Allen Armold,Omaha,Nebraska,Central,United States,68104,CA-2012-140921,2014-02-03,2014-02-05,First Class,150.0,3,0.0,51.0,0.34
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,Other,Rick Wilson,Los Angeles,California,West,United States,90008,CA-2012-157959,2014-02-03,2014-02-04,First Class,137.0,4,0.0,41.0,0.3
Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,Wilson Jones,Ken Heidel,Pleasant Grove,Utah,West,United States,84062,CA-2012-132633,2014-02-03,2014-02-05,Second Class,12.0,3,0.2,4.0,0.34
Office Supplies,Envelopes,Staple envelope,Staple envelope,Frank Olsen,Columbus,Georgia,South,United States,31907,CA-2012-103093,2014-02-03,2014-02-07,Standard Class,75.0,9,0.0,35.0,0.47
Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",Global,Pauline Webber,Rome,New York,East,United States,13440,CA-2012-127327,2014-02-03,2014-02-07,Standard Class,91.0,1,0.1,15.0,0.17
Office Supplies,Art,Newell 310,Newell,Victoria Wilson,Bellevue,Washington,West,United States,98006,CA-2012-111507,2014-02-06,2014-02-13,Standard Class,5.0,3,0.0,2.0,0.29
Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Office Star,Ivan Liston,Wilmington,Delaware,East,United States,19805,CA-2012-156482,2014-02-06,2014-02-13,Standard Class,1269.0,9,0.0,266.0,0.21
Furniture,Bookcases,"Hon Metal Bookcases, Putty",Hon,Ivan Liston,Wilmington,Delaware,East,United States,19805,CA-2012-156482,2014-02-06,2014-02-13,Standard Class,284.0,4,0.0,82.0,0.29
Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,Sanford,Ivan Liston,Wilmington,Delaware,East,United States,19805,CA-2012-156482,2014-02-06,2014-02-13,Standard Class,6.0,2,0.0,2.0,0.31
Office Supplies,Binders,UniKeep View Case Binders,Other,Trudy Schmidt,Houston,Texas,Central,United States,77070,CA-2012-137064,2014-02-06,2014-02-13,Standard Class,3.0,3,0.8,-5.0,-1.7
Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Memorex,Trudy Schmidt,Houston,Texas,Central,United States,77070,CA-2012-137064,2014-02-06,2014-02-13,Standard Class,19.0,2,0.2,4.0,0.24
Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Tennsco,Trudy Schmidt,Houston,Texas,Central,United States,77070,CA-2012-137064,2014-02-06,2014-02-13,Standard Class,671.0,3,0.2,-126.0,-0.19
Office Supplies,Storage,Tennsco Industrial Shelving,Tennsco,Lori Olson,Suffolk,Virginia,South,United States,23434,CA-2012-104038,2014-02-06,2014-02-08,First Class,147.0,3,0.0,3.0,0.02
Office Supplies,Paper,Xerox 1920,Xerox,Lori Olson,Suffolk,Virginia,South,United States,23434,CA-2012-104038,2014-02-06,2014-02-08,First Class,30.0,5,0.0,13.0,0.45
Office Supplies,Envelopes,Cameo Buff Policy Envelopes,Other,Damala Kotsonis,Springfield,Virginia,South,United States,22153,CA-2012-147529,2014-02-07,2014-02-11,Standard Class,311.0,5,0.0,146.0,0.47
Office Supplies,Paper,Xerox 1957,Xerox,Damala Kotsonis,Springfield,Virginia,South,United States,22153,CA-2012-147529,2014-02-07,2014-02-11,Standard Class,13.0,2,0.0,6.0,0.49
Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,Other,Lisa Hazard,Columbus,Ohio,East,United States,43229,CA-2012-114923,2014-02-08,2014-02-13,Standard Class,108.0,3,0.4,-27.0,-0.25
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Wirebound,Brosina Hoffman,Garden City,Kansas,Central,United States,67846,US-2012-130491,2014-02-08,2014-02-11,First Class,10.0,2,0.0,4.0,0.45
Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",Advantus,Brosina Hoffman,Garden City,Kansas,Central,United States,67846,US-2012-130491,2014-02-08,2014-02-11,First Class,6.0,1,0.0,2.0,0.31
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",Sanford,Brosina Hoffman,Garden City,Kansas,Central,United States,67846,US-2012-130491,2014-02-08,2014-02-11,First Class,6.0,2,0.0,2.0,0.3
Technology,Accessories,Memorex Micro Travel Drive 8 GB,Memorex,Michael Stewart,Dallas,Texas,Central,United States,75220,CA-2012-101007,2014-02-09,2014-02-13,Second Class,21.0,2,0.2,7.0,0.31
Office Supplies,Labels,Round Specialty Laser Printer Labels,Other,Frank Atkinson,San Antonio,Texas,Central,United States,78207,CA-2012-135391,2014-02-09,2014-02-11,Second Class,40.0,4,0.2,14.0,0.34
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Dana,Frank Atkinson,San Antonio,Texas,Central,United States,78207,CA-2012-135391,2014-02-09,2014-02-11,Second Class,41.0,2,0.6,-31.0,-0.75
Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",Global,Sarah Jordon,Los Angeles,California,West,United States,90049,CA-2012-146038,2014-02-09,2014-02-16,Standard Class,204.0,5,0.2,23.0,0.11
Technology,Accessories,Logitech Wireless Headset h800,Logitech,Jill Fjeld,Decatur,Illinois,Central,United States,62521,US-2012-153374,2014-02-09,2014-02-13,Second Class,480.0,6,0.2,90.0,0.19
Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Eldon,Nona Balk,Philadelphia,Pennsylvania,East,United States,19143,CA-2012-101126,2014-02-10,2014-02-14,Second Class,77.0,5,0.2,8.0,0.1
Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,GBC,Karl Braun,Akron,Ohio,East,United States,44312,US-2012-147662,2014-02-14,2014-02-19,Standard Class,15.0,2,0.7,-12.0,-0.8
Technology,Phones,Google Nexus 5,Other,Karl Braun,Akron,Ohio,East,United States,44312,US-2012-147662,2014-02-14,2014-02-19,Standard Class,324.0,3,0.4,-81.0,-0.25
Office Supplies,Binders,Acco Hanging Data Binders,Acco,Karl Braun,Akron,Ohio,East,United States,44312,US-2012-147662,2014-02-14,2014-02-19,Standard Class,2.0,2,0.7,-2.0,-0.73
Office Supplies,Art,Newell 315,Newell,Karl Braun,Akron,Ohio,East,United States,44312,US-2012-147662,2014-02-14,2014-02-19,Standard Class,14.0,3,0.2,1.0,0.06
Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,Belkin,Karl Braun,Akron,Ohio,East,United States,44312,US-2012-147662,2014-02-14,2014-02-19,Standard Class,72.0,3,0.2,1.0,0.01
Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Avery,Ted Trevino,Rochester,New York,East,United States,14609,CA-2012-116876,2014-02-14,2014-02-21,Standard Class,26.0,9,0.2,10.0,0.36
Technology,Phones,Samsung Galaxy S4,Samsung,Ted Trevino,Rochester,New York,East,United States,14609,CA-2012-116876,2014-02-14,2014-02-21,Standard Class,626.0,1,0.0,188.0,0.3
Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,Other,Roy Phan,Kenosha,Wisconsin,Central,United States,53142,CA-2012-154326,2014-02-15,2014-02-19,Standard Class,135.0,3,0.0,65.0,0.48
Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Samsung,Roy Phan,Kenosha,Wisconsin,Central,United States,53142,CA-2012-154326,2014-02-15,2014-02-19,Standard Class,700.0,2,0.0,196.0,0.28
Technology,Accessories,Maxell LTO Ultrium - 800 GB,Maxell,Roy Phan,Kenosha,Wisconsin,Central,United States,53142,CA-2012-154326,2014-02-15,2014-02-19,Standard Class,140.0,5,0.0,27.0,0.19
Office Supplies,Paper,Xerox 1959,Xerox,Justin MacKendrick,Los Angeles,California,West,United States,90004,CA-2012-116092,2014-02-15,2014-02-18,Second Class,13.0,2,0.0,6.0,0.48
Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Acco,Justin MacKendrick,Los Angeles,California,West,United States,90004,CA-2012-116092,2014-02-15,2014-02-18,Second Class,42.0,5,0.2,13.0,0.31
Office Supplies,Binders,Avery Durable Binders,Avery,Justin MacKendrick,Los Angeles,California,West,United States,90004,CA-2012-116092,2014-02-15,2014-02-18,Second Class,12.0,5,0.2,4.0,0.36
Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Kensington,Justin MacKendrick,Los Angeles,California,West,United States,90004,CA-2012-116092,2014-02-15,2014-02-18,Second Class,541.0,6,0.0,157.0,0.29
Office Supplies,Paper,Xerox 22,Xerox,Justin MacKendrick,Los Angeles,California,West,United States,90004,CA-2012-116092,2014-02-15,2014-02-18,Second Class,19.0,3,0.0,9.0,0.48
Office Supplies,Paper,Xerox 1920,Xerox,Sung Pak,Dover,New Hampshire,East,United States,3820,CA-2012-156923,2014-02-16,2014-02-20,Standard Class,36.0,6,0.0,16.0,0.45
Office Supplies,Paper,Xerox 1881,Xerox,Rob Dowd,Los Angeles,California,West,United States,90008,CA-2012-121776,2014-02-16,2014-02-21,Standard Class,37.0,3,0.0,17.0,0.47
Office Supplies,Labels,Avery 485,Avery,Rob Dowd,Los Angeles,California,West,United States,90008,CA-2012-121776,2014-02-16,2014-02-21,Standard Class,88.0,7,0.0,41.0,0.47
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Smead,Ann Blume,Los Angeles,California,West,United States,90004,CA-2012-111234,2014-02-18,2014-02-22,Standard Class,9.0,3,0.0,4.0,0.48
Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Guy Thornton,Long Beach,California,West,United States,90805,CA-2012-105725,2014-02-18,2014-02-24,Standard Class,61.0,2,0.0,28.0,0.46
Furniture,Tables,Hon 61000 Series Interactive Training Tables,Hon,Guy Thornton,Long Beach,California,West,United States,90805,CA-2012-105725,2014-02-18,2014-02-24,Standard Class,36.0,1,0.2,-1.0,-0.03
Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Anker,Liz MacKendrick,Hot Springs,Arkansas,South,United States,71901,CA-2012-169740,2014-02-20,2014-02-25,Standard Class,30.0,1,0.0,3.0,0.1
Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,Sanford,Kelly Andreada,Perth Amboy,New Jersey,East,United States,8861,CA-2012-152611,2014-02-20,2014-02-23,Second Class,287.0,7,0.0,75.0,0.26
Office Supplies,Paper,Easy-staple paper,Easy-staple paper,Joe Elijah,Las Cruces,New Mexico,West,United States,88001,CA-2012-129770,2014-02-21,2014-02-23,Second Class,49.0,4,0.0,23.0,0.47
Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Fellowes,Pierre Wener,Columbia,Maryland,East,United States,21044,CA-2012-162782,2014-02-21,2014-02-27,Standard Class,2542.0,2,0.0,1271.0,0.5
Office Supplies,Art,Newell 34,Newell,Penelope Sewall,Sterling Heights,Michigan,Central,United States,48310,CA-2012-132374,2014-02-22,2014-02-24,Second Class,79.0,4,0.0,21.0,0.26
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Hoover,Lindsay Castell,New York City,New York,East,United States,10024,CA-2012-132276,2014-02-23,2014-02-28,Standard Class,27.0,6,0.0,7.0,0.25
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Avery,Lindsay Castell,New York City,New York,East,United States,10024,CA-2012-132276,2014-02-23,2014-02-28,Standard Class,11.0,2,0.2,4.0,0.35
Office Supplies,Labels,Avery 518,Avery,Sung Shariari,Leominster,Massachusetts,East,United States,1453,CA-2012-154900,2014-02-25,2014-03-01,Standard Class,3.0,1,0.0,2.0,0.48
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Adams,Sung Shariari,Leominster,Massachusetts,East,United States,1453,CA-2012-154900,2014-02-25,2014-03-01,Standard Class,23.0,4,0.0,10.0,0.45
Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Pressboard,Bill Tyler,Altoona,Pennsylvania,East,United States,16602,CA-2012-111325,2014-02-27,2014-02-28,First Class,4.0,3,0.7,-3.0,-0.77
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Eldon,Bill Tyler,Altoona,Pennsylvania,East,United States,16602,CA-2012-111325,2014-02-27,2014-02-28,First Class,16.0,6,0.2,2.0,0.14
Technology,Phones,i.Sound Portable Power - 8000 mAh,Other,Erin Smith,Providence,Rhode Island,East,United States,2908,CA-2012-104129,2014-02-27,2014-03-02,Standard Class,106.0,2,0.0,1.0,0.01
Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Barricks,Erin Smith,Providence,Rhode Island,East,United States,2908,CA-2012-104129,2014-02-27,2014-03-02,Standard Class,494.0,7,0.3,-28.0,-0.06
Technology,Accessories,Microsoft Natural Keyboard Elite,Microsoft,Nora Paige,Seattle,Washington,West,United States,98105,CA-2012-138485,2014-02-27,2014-03-01,Second Class,539.0,9,0.0,81.0,0.15
Furniture,Chairs,Global Low Back Tilter Chair,Global,Valerie Dominguez,Columbia,Tennessee,South,United States,38401,US-2012-145436,2014-02-28,2014-03-04,Standard Class,162.0,2,0.2,-28.0,-0.18
Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",Global,Valerie Dominguez,Columbia,Tennessee,South,United States,38401,US-2012-145436,2014-02-28,2014-03-04,Standard Class,390.0,8,0.2,44.0,0.11
Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",XtraLife,Shui Tom,Macon,Georgia,South,United States,31204,CA-2012-153325,2014-03-01,2014-03-02,Second Class,59.0,4,0.0,27.0,0.46
Technology,Phones,Square Credit Card Reader,Square,Dave Hallsten,Los Angeles,California,West,United States,90045,CA-2012-102316,2014-03-01,2014-03-03,Second Class,16.0,2,0.2,1.0,0.08
Furniture,Chairs,Global Deluxe Steno Chair,Global,Dave Hallsten,Los Angeles,California,West,United States,90045,CA-2012-102316,2014-03-01,2014-03-03,Second Class,185.0,3,0.2,-21.0,-0.11
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Hoover,Resi Pölking,Philadelphia,Pennsylvania,East,United States,19120,CA-2012-133494,2014-03-01,2014-03-05,Standard Class,4.0,2,0.2,0.0,0.13
Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Panasonic,Craig Molinari,Houston,Texas,Central,United States,77070,CA-2012-133585,2014-03-01,2014-03-04,First Class,55.0,2,0.2,6.0,0.11
Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Atlantic,Craig Molinari,Houston,Texas,Central,United States,77070,CA-2012-133585,2014-03-01,2014-03-04,First Class,1228.0,6,0.32,-36.0,-0.03
Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,Other,Tracy Poddar,Coppell,Texas,Central,United States,75019,CA-2012-104052,2014-03-01,2014-03-02,First Class,96.0,4,0.2,35.0,0.36
Furniture,Tables,Hon Racetrack Conference Tables,Hon,Dave Kipp,Seattle,Washington,West,United States,98103,CA-2012-110457,2014-03-02,2014-03-06,Standard Class,788.0,3,0.0,165.0,0.21
Office Supplies,Art,50 Colored Long Pencils,Other,Pete Armstrong,Richmond,Indiana,Central,United States,47374,CA-2012-105970,2014-03-02,2014-03-07,Standard Class,10.0,1,0.0,3.0,0.26
Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Other,Pete Armstrong,Richmond,Indiana,Central,United States,47374,CA-2012-105970,2014-03-02,2014-03-07,Standard Class,102.0,6,0.0,51.0,0.5
Office Supplies,Envelopes,Staple envelope,Staple envelope,Luke Foster,New York City,New York,East,United States,10011,CA-2012-109512,2014-03-05,2014-03-05,Same Day,29.0,3,0.0,15.0,0.5
Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Global,Luke Foster,New York City,New York,East,United States,10011,CA-2012-109512,2014-03-05,2014-03-05,Same Day,384.0,7,0.1,64.0,0.17
Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Fellowes,Luke Foster,New York City,New York,East,United States,10011,CA-2012-109512,2014-03-05,2014-03-05,Same Day,563.0,4,0.0,68.0,0.12
Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Other,Sarah Foster,New Castle,Indiana,Central,United States,47362,CA-2012-153108,2014-03-05,2014-03-09,Standard Class,24.0,2,0.0,7.0,0.28
Office Supplies,Appliances,Staple holder,Staple holder,Sarah Foster,New Castle,Indiana,Central,United States,47362,CA-2012-153108,2014-03-05,2014-03-09,Standard Class,61.0,7,0.0,16.0,0.27
Technology,Phones,Samsung Convoy 3,Samsung,Katherine Nockton,Philadelphia,Pennsylvania,East,United States,19120,CA-2012-109001,2014-03-05,2014-03-09,Standard Class,466.0,7,0.4,-93.0,-0.2
Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Sony,Katherine Nockton,Philadelphia,Pennsylvania,East,United States,19120,CA-2012-109001,2014-03-05,2014-03-09,Standard Class,10.0,1,0.2,-1.0,-0.13
Office Supplies,Binders,Avery Round Ring Poly Binders,Avery,Katherine Nockton,Philadelphia,Pennsylvania,East,United States,19120,CA-2012-109001,2014-03-05,2014-03-09,Standard Class,3.0,3,0.7,-2.0,-0.7
Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Other,Alan Haines,Bethlehem,Pennsylvania,East,United States,18018,CA-2012-125185,2014-03-05,2014-03-07,Second Class,99.0,2,0.3,-7.0,-0.07
Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,Other,Alan Haines,Bethlehem,Pennsylvania,East,United States,18018,CA-2012-125185,2014-03-05,2014-03-07,Second Class,34.0,2,0.2,-5.0,-0.16
Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,Cisco,Mike Vittorini,Houston,Texas,Central,United States,77036,CA-2012-120320,2014-03-05,2014-03-09,Standard Class,32.0,2,0.2,2.0,0.07
Office Supplies,Fasteners,Binder Clips by OIC,OIC,Jennifer Jackson,Chicago,Illinois,Central,United States,60623,CA-2012-151785,2014-03-05,2014-03-10,Standard Class,7.0,6,0.2,2.0,0.35
Office Supplies,Binders,"Performers Binder/Pad Holder, Black",Other,Maribeth Schnelling,Chicago,Illinois,Central,United States,60653,CA-2012-140221,2014-03-05,2014-03-09,Second Class,11.0,2,0.8,-17.0,-1.5
Furniture,Furnishings,Eldon Wave Desk Accessories,Eldon,Maribeth Schnelling,Chicago,Illinois,Central,United States,60653,CA-2012-140221,2014-03-05,2014-03-09,Second Class,5.0,2,0.6,-2.0,-0.4
Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Avanti,Maribeth Schnelling,Chicago,Illinois,Central,United States,60653,CA-2012-140221,2014-03-05,2014-03-09,Second Class,181.0,5,0.8,-471.0,-2.6
Office Supplies,Storage,"Companion Letter/Legal File, Black",Other,Maribeth Schnelling,Chicago,Illinois,Central,United States,60653,CA-2012-140221,2014-03-05,2014-03-09,Second Class,60.0,2,0.2,6.0,0.1
Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,Deflect-o,John Lucas,San Francisco,California,West,United States,94122,CA-2012-142944,2014-03-06,2014-03-11,Standard Class,435.0,7,0.0,96.0,0.22
Technology,Copiers,Canon PC1060 Personal Laser Copier,Canon,John Lucas,San Francisco,California,West,United States,94122,CA-2012-142944,2014-03-06,2014-03-11,Standard Class,1120.0,2,0.2,378.0,0.34
Technology,Accessories,Microsoft Sculpt Comfort Mouse,Microsoft,Eugene Moren,Newark,Delaware,East,United States,19711,CA-2012-146255,2014-03-07,2014-03-10,First Class,120.0,3,0.0,53.0,0.44
Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",GBC,Eugene Moren,Newark,Delaware,East,United States,19711,CA-2012-146255,2014-03-07,2014-03-10,First Class,30.0,2,0.0,15.0,0.49
Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Wilson Jones,Eugene Moren,Newark,Delaware,East,United States,19711,CA-2012-146255,2014-03-07,2014-03-10,First Class,69.0,2,0.0,33.0,0.48
Technology,Phones,LG G3,LG,Eugene Moren,Newark,Delaware,East,United States,19711,CA-2012-146255,2014-03-07,2014-03-10,First Class,588.0,3,0.0,171.0,0.29
Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Rush,Dana Kaydos,Kenosha,Wisconsin,Central,United States,53142,CA-2012-105627,2014-03-08,2014-03-12,Standard Class,513.0,3,0.0,97.0,0.19
